company_id,opportunity_id,relevance_score,match_rationale,risk_notes,actionability,tags,status,notes,id,created_date,updated_date,created_by_id,created_by,is_sample
1,bidsandtenders.ca_NOI_#143-09-25,5.4,,,,,new,,86699fdf6da04151895fffe8,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
1,bidsandtenders.ca_RFP_131-08-25,5.9,,,,,new,,22afb4cafcca436f8217ff86,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
1,bidsandtenders.ca_RFP_#88-05-25,0.0,,,,,new,,4a04bf4645ea4b69b0419f78,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
1,bidsandtenders.ca_8491P,0.7,,,,,new,,fd3cfe260e674bc9bd23d1ea,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
1,bidsandtenders.ca_25-146,5.4,,,,,new,,e6f1a4c286904f609746703d,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
1,bidsandtenders.ca_25-406,0.6,,,,,new,,3e1c2995892c4123a00949ef,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
1,bidsandtenders.ca_25-405,0.0,,,,,new,,2d9d5e899b4245cb8702f1dd,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
1,bidsandtenders.ca_25-504,5.4,,,,,new,,14b8a687961641de815bbd54,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
1,bidsandtenders.ca_25-414,0.0,,,,,new,,ff64d39e9d734c02b938a816,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
1,bidsandtenders.ca_25-037,1.3,,,,,new,,e84537ca2b884971b83f053f,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
1,bidsandtenders.ca_24-433,6.1,,,,,new,,4c845b0cc320482fa4734995,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
1,bidsandtenders.ca_24-365,4.0,,,,,new,,634b40ef8b1d4696988cecbb,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
1,bidsandtenders.ca_24-473,5.1,,,,,new,,e8d41ea884594f44b08cb8a6,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
1,bidsandtenders.ca_25-036,1.2,,,,,new,,8581f6c2077f4bfa911d18fd,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
